Setup title,C-V_device2_100k_500k_1M_dark_post_IV
-3.17,3.81553E-10
-3.18,3.81077E-10
-3.19,3.80799E-10
-3.2,3.8034E-10
-3.21,3.80259E-10
-3.22,3.79656E-10
-3.23,3.79504E-10
-3.24,3.78915E-10
-3.25,3.78819E-10
-3.26,3.7835E-10
-3.27,3.78137E-10
-3.28,3.77727E-10
-3.29,3.7761E-10
-3.3,3.77127E-10
-3.31,3.7719E-10
-3.32,3.76597E-10
-3.33,3.76512E-10
-3.34,3.76037E-10
-3.35,3.7595E-10
-3.36,3.75518E-10
-3.37,3.75455E-10
-3.38,3.74841E-10
-3.39,3.74938E-10
-3.4,3.74532E-10
-3.41,3.74384E-10
-3.42,3.74071E-10
-3.43,3.73858E-10
-3.44,3.73586E-10
-3.45,3.73443E-10
-3.46,3.73111E-10
-3.47,3.72985E-10
-3.48,3.72796E-10
-3.49,3.72545E-10
-3.5,3.72397E-10
-3.51,3.72026E-10
-3.52,3.72036E-10
-3.53,3.71629E-10
-3.54,3.71542E-10
-3.55,3.71226E-10
-3.56,3.7124E-10
-3.57,3.70866E-10
-3.58,3.70934E-10
-3.59,3.70584E-10
-3.6,3.70525E-10
-3.61,3.70227E-10
-3.62,3.7029E-10
-3.63,3.69922E-10
-3.64,3.69989E-10
-3.65,3.69614E-10
-3.66,3.69676E-10
-3.67,3.69247E-10
-3.68,3.6951E-10
-3.69,3.69158E-10
-3.7,3.69264E-10
-3.71,3.68879E-10
-3.72,3.68872E-10
-3.73,3.68643E-10
-3.74,3.68715E-10
-3.75,3.68359E-10
-3.76,3.68372E-10
-3.77,3.68049E-10
-3.78,3.68136E-10
-3.79,3.67911E-10
-3.8,3.67848E-10
-3.81,3.67735E-10
-3.82,3.67688E-10
-3.83,3.67477E-10
-3.84,3.6736E-10
-3.85,3.67402E-10
-3.86,3.67304E-10
-3.87,3.67163E-10
-3.88,3.67005E-10
-3.89,3.67001E-10
-3.9,3.66764E-10
-3.91,3.66808E-10
-3.92,3.66676E-10
-3.93,3.66669E-10
-3.94,3.66402E-10
-3.95,3.66429E-10
-3.96,3.66286E-10
-3.97,3.66331E-10
-3.98,3.661E-10
-3.99,3.66093E-10
-4,3.65909E-10
-4.01,3.66111E-10
-4.02,3.6566E-10
-4.03,3.65787E-10
-4.04,3.65516E-10
-4.05,3.65657E-10
-4.06,3.65451E-10
-4.07,3.65578E-10
-4.08,3.65294E-10
-4.09,3.65393E-10
-4.1,3.65195E-10
-4.11,3.65352E-10
-4.12,3.64996E-10
-4.13,3.65087E-10
-4.14,3.64943E-10
-4.15,3.64917E-10
-4.16,3.64732E-10
-4.17,3.64792E-10
-4.18,3.64662E-10
-4.19,3.64611E-10
-4.2,3.64498E-10
-4.21,3.6452E-10
-4.22,3.64333E-10
-4.23,3.64409E-10
-4.24,3.64161E-10
-4.25,3.64106E-10
-4.26,3.64152E-10
-4.27,3.64047E-10
-4.28,3.63958E-10
-4.29,3.63955E-10
-4.3,3.63792E-10
-4.31,3.63747E-10
-4.32,3.63758E-10
-4.33,3.63513E-10
-4.34,3.63567E-10
-4.35,3.63392E-10
-4.36,3.63516E-10
-4.37,3.63235E-10
-4.38,3.63416E-10
-4.39,3.63099E-10
-4.4,3.63213E-10
-4.41,3.63012E-10
-4.42,3.63079E-10
-4.43,3.62848E-10
-4.44,3.62932E-10
-4.45,3.62672E-10
-4.46,3.62845E-10
-4.47,3.6252E-10
-4.48,3.62632E-10
-4.49,3.62293E-10
-4.5,3.62463E-10
-4.51,3.62243E-10
-4.52,3.62312E-10
-4.53,3.6202E-10
-4.54,3.62128E-10
-4.55,3.61815E-10
-4.56,3.61892E-10
-4.57,3.61727E-10
-4.58,3.61806E-10
-4.59,3.61591E-10
-4.6,3.61542E-10
-4.61,3.61436E-10
-4.62,3.61386E-10
-4.63,3.61223E-10
-4.64,3.61163E-10
-4.65,3.60981E-10
-4.66,3.6101E-10
-4.67,3.60935E-10
-4.68,3.60657E-10
-4.69,3.60675E-10
-4.7,3.60305E-10
-4.71,3.6033E-10
-4.72,3.60099E-10
-4.73,3.60211E-10
-4.74,3.59985E-10
-4.75,3.5998E-10
-4.76,3.59698E-10
-4.77,3.59703E-10
-4.78,3.59362E-10
-4.79,3.59495E-10
-4.8,3.59175E-10
-4.81,3.59348E-10
-4.82,3.58954E-10
-4.83,3.5899E-10
-4.84,3.58724E-10
-4.85,3.5884E-10
-4.86,3.58532E-10
-4.87,3.58629E-10
-4.88,3.58177E-10
-4.89,3.58368E-10
-4.9,3.58038E-10
-4.91,3.58118E-10
-4.92,3.57757E-10
-4.93,3.57735E-10
-4.94,3.57497E-10
-4.95,3.57404E-10
-4.96,3.57251E-10
-4.97,3.57287E-10
-4.98,3.56943E-10
-4.99,3.56996E-10
-5,3.56764E-10
-5.01,3.56677E-10
-5.02,3.56527E-10
-5.03,3.56355E-10
-5.04,3.56252E-10
-5.05,3.56263E-10
-5.06,3.55927E-10
-5.07,3.55903E-10
-5.08,3.55719E-10
-5.09,3.55548E-10
-5.1,3.55495E-10
-5.11,3.55351E-10
-5.12,3.55266E-10
-5.13,3.54924E-10
-5.14,3.5494E-10
-5.15,3.54749E-10
-5.16,3.54713E-10
-5.17,3.54528E-10
-5.18,3.54416E-10
-5.19,3.54199E-10
-5.2,3.54171E-10
-5.21,3.53833E-10
-5.22,3.53964E-10
-5.23,3.53742E-10
-5.24,3.53642E-10
-5.25,3.53388E-10
-5.26,3.53488E-10
-5.27,3.53151E-10
-5.28,3.53189E-10
-5.29,3.52877E-10
-5.3,3.52925E-10
-5.31,3.5261E-10
-5.32,3.5253E-10
-5.33,3.52276E-10
-5.34,3.52343E-10
-5.35,3.52044E-10
-5.36,3.52101E-10
-5.37,3.5179E-10
-5.38,3.51747E-10
-5.39,3.51384E-10
-5.4,3.51458E-10
-5.41,3.51271E-10
-5.42,3.51218E-10
-5.43,3.51081E-10
-5.44,3.50918E-10
-5.45,3.50695E-10
-5.46,3.5068E-10
-5.47,3.50435E-10
-5.48,3.50443E-10
-5.49,3.50157E-10
-5.5,3.50166E-10
-5.51,3.49915E-10
-5.52,3.49743E-10
-5.53,3.49624E-10
-5.54,3.49555E-10
-5.55,3.49375E-10
-5.56,3.49312E-10
-5.57,3.49056E-10
-5.58,3.48852E-10
-5.59,3.48799E-10
-5.6,3.48553E-10
-5.61,3.48521E-10
-5.62,3.48265E-10
-5.63,3.48233E-10
-5.64,3.4793E-10
-5.65,3.48029E-10
-5.66,3.47615E-10
-5.67,3.47778E-10
-5.68,3.4747E-10
-5.69,3.47441E-10
-5.7,3.47064E-10
-5.71,3.47078E-10
-5.72,3.46881E-10
-5.73,3.46811E-10
-5.74,3.46568E-10
-5.75,3.46429E-10
-5.76,3.46243E-10
-5.77,3.46176E-10
-5.78,3.45898E-10
-5.79,3.45965E-10
-5.8,3.45694E-10
-5.81,3.45602E-10
-5.82,3.45263E-10
-5.83,3.45185E-10
-5.84,3.45097E-10
-5.85,3.44967E-10
-5.86,3.4458E-10
-5.87,3.445E-10
-5.88,3.4435E-10
-5.89,3.44309E-10
-5.9,3.44016E-10
-5.91,3.43944E-10
-5.92,3.43832E-10
-5.93,3.43587E-10
-5.94,3.43486E-10
-5.95,3.43146E-10
-5.96,3.43029E-10
-5.97,3.42851E-10
-5.98,3.42661E-10
-5.99,3.4243E-10
-6,3.42327E-10
-6,3.49998E-10
-5.99,3.50122E-10
-5.98,3.50552E-10
-5.97,3.50609E-10
-5.96,3.50891E-10
-5.95,3.50854E-10
-5.94,3.51182E-10
-5.93,3.51238E-10
-5.92,3.51494E-10
-5.91,3.51573E-10
-5.9,3.5179E-10
-5.89,3.51903E-10
-5.88,3.52081E-10
-5.87,3.52247E-10
-5.86,3.52384E-10
-5.85,3.52561E-10
-5.84,3.52701E-10
-5.83,3.52858E-10
-5.82,3.52889E-10
-5.81,3.53127E-10
-5.8,3.53207E-10
-5.79,3.53389E-10
-5.78,3.53475E-10
-5.77,3.53749E-10
-5.76,3.53779E-10
-5.75,3.54087E-10
-5.74,3.54057E-10
-5.73,3.54368E-10
-5.72,3.54335E-10
-5.71,3.5462E-10
-5.7,3.5459E-10
-5.69,3.54896E-10
-5.68,3.54885E-10
-5.67,3.55248E-10
-5.66,3.55218E-10
-5.65,3.55513E-10
-5.64,3.55443E-10
-5.63,3.55789E-10
-5.62,3.55748E-10
-5.61,3.56084E-10
-5.6,3.56084E-10
-5.59,3.56331E-10
-5.58,3.56303E-10
-5.57,3.56593E-10
-5.56,3.56585E-10
-5.55,3.56914E-10
-5.54,3.56903E-10
-5.53,3.57081E-10
-5.52,3.57149E-10
-5.51,3.57334E-10
-5.5,3.57409E-10
-5.49,3.5763E-10
-5.48,3.5769E-10
-5.47,3.57914E-10
-5.46,3.57947E-10
-5.45,3.5807E-10
-5.44,3.58263E-10
-5.43,3.58306E-10
-5.42,3.58502E-10
-5.41,3.58611E-10
-5.4,3.58784E-10
-5.39,3.58816E-10
-5.38,3.59107E-10
-5.37,3.59125E-10
-5.36,3.59376E-10
-5.35,3.59332E-10
-5.34,3.5967E-10
-5.33,3.59592E-10
-5.32,3.59886E-10
-5.31,3.5983E-10
-5.3,3.60148E-10
-5.29,3.60113E-10
-5.28,3.60469E-10
-5.27,3.60365E-10
-5.26,3.60582E-10
-5.25,3.60567E-10
-5.24,3.60916E-10
-5.23,3.60853E-10
-5.22,3.61172E-10
-5.21,3.61145E-10
-5.2,3.61413E-10
-5.19,3.61327E-10
-5.18,3.61631E-10
-5.17,3.61629E-10
-5.16,3.61878E-10
-5.15,3.61879E-10
-5.14,3.6211E-10
-5.13,3.62074E-10
-5.12,3.62365E-10
-5.11,3.62398E-10
-5.1,3.62589E-10
-5.09,3.62651E-10
-5.08,3.6277E-10
-5.07,3.62889E-10
-5.06,3.63036E-10
-5.05,3.63166E-10
-5.04,3.63205E-10
-5.03,3.63408E-10
-5.02,3.63501E-10
-5.01,3.63645E-10
-5,3.63692E-10
-4.99,3.6387E-10
-4.98,3.63881E-10
-4.97,3.64147E-10
-4.96,3.64144E-10
-4.95,3.64376E-10
-4.94,3.64259E-10
-4.93,3.64571E-10
-4.92,3.64507E-10
-4.91,3.64811E-10
-4.9,3.64705E-10
-4.89,3.65005E-10
-4.88,3.64902E-10
-4.87,3.65293E-10
-4.86,3.65184E-10
-4.85,3.65441E-10
-4.84,3.65349E-10
-4.83,3.65636E-10
-4.82,3.65553E-10
-4.81,3.65833E-10
-4.8,3.65786E-10
-4.79,3.6598E-10
-4.78,3.65982E-10
-4.77,3.66204E-10
-4.76,3.6612E-10
-4.75,3.66373E-10
-4.74,3.66331E-10
-4.73,3.66528E-10
-4.72,3.66547E-10
-4.71,3.66714E-10
-4.7,3.66705E-10
-4.69,3.66864E-10
-4.68,3.66895E-10
-4.67,3.67016E-10
-4.66,3.67011E-10
-4.65,3.67168E-10
-4.64,3.67206E-10
-4.63,3.6722E-10
-4.62,3.67348E-10
-4.61,3.67426E-10
-4.6,3.67523E-10
-4.59,3.67521E-10
-4.58,3.67626E-10
-4.57,3.67575E-10
-4.56,3.67724E-10
-4.55,3.67725E-10
-4.54,3.67921E-10
-4.53,3.67853E-10
-4.52,3.68079E-10
-4.51,3.67924E-10
-4.5,3.68102E-10
-4.49,3.6806E-10
-4.48,3.68225E-10
-4.47,3.68162E-10
-4.46,3.6841E-10
-4.45,3.68282E-10
-4.44,3.68479E-10
-4.43,3.68323E-10
-4.42,3.68588E-10
-4.41,3.68492E-10
-4.4,3.68671E-10
-4.39,3.6855E-10
-4.38,3.68789E-10
-4.37,3.68657E-10
-4.36,3.6888E-10
-4.35,3.68792E-10
-4.34,3.68988E-10
-4.33,3.6887E-10
-4.32,3.69089E-10
-4.31,3.68951E-10
-4.3,3.69089E-10
-4.29,3.6908E-10
-4.28,3.69085E-10
-4.27,3.69126E-10
-4.26,3.69261E-10
-4.25,3.69228E-10
-4.24,3.69386E-10
-4.23,3.69322E-10
-4.22,3.69417E-10
-4.21,3.69445E-10
-4.2,3.69448E-10
-4.19,3.69475E-10
-4.18,3.69631E-10
-4.17,3.69568E-10
-4.16,3.69678E-10
-4.15,3.69702E-10
-4.14,3.69745E-10
-4.13,3.69823E-10
-4.12,3.69775E-10
-4.11,3.69918E-10
-4.1,3.69799E-10
-4.09,3.70017E-10
-4.08,3.69982E-10
-4.07,3.7005E-10
-4.06,3.70047E-10
-4.05,3.70193E-10
-4.04,3.70123E-10
-4.03,3.70236E-10
-4.02,3.70167E-10
-4.01,3.70446E-10
-4,3.70263E-10
-3.99,3.70571E-10
-3.98,3.70379E-10
-3.97,3.706E-10
-3.96,3.70445E-10
-3.95,3.70741E-10
-3.94,3.70553E-10
-3.93,3.70861E-10
-3.92,3.70662E-10
-3.91,3.70975E-10
-3.9,3.70791E-10
-3.89,3.71062E-10
-3.88,3.70854E-10
-3.87,3.71164E-10
-3.86,3.71036E-10
-3.85,3.71187E-10
-3.84,3.7118E-10
-3.83,3.71356E-10
-3.82,3.71312E-10
-3.81,3.71458E-10
-3.8,3.71447E-10
-3.79,3.71542E-10
-3.78,3.71587E-10
-3.77,3.71678E-10
-3.76,3.71686E-10
-3.75,3.71759E-10
-3.74,3.71847E-10
-3.73,3.71857E-10
-3.72,3.7203E-10
-3.71,3.72017E-10
-3.7,3.72217E-10
-3.69,3.72076E-10
-3.68,3.723E-10
-3.67,3.72269E-10
-3.66,3.72528E-10
-3.65,3.72407E-10
-3.64,3.72692E-10
-3.63,3.72585E-10
-3.62,3.72847E-10
-3.61,3.72733E-10
-3.6,3.73024E-10
-3.59,3.72915E-10
-3.58,3.73259E-10
-3.57,3.7309E-10
-3.56,3.73452E-10
-3.55,3.7334E-10
-3.54,3.73647E-10
-3.53,3.73582E-10
-3.52,3.73888E-10
-3.51,3.73736E-10
-3.5,3.74044E-10
-3.49,3.74021E-10
-3.48,3.74278E-10
-3.47,3.74179E-10
-3.46,3.74474E-10
-3.45,3.74447E-10
-3.44,3.74742E-10
-3.43,3.74742E-10
-3.42,3.74944E-10
-3.41,3.74995E-10
-3.4,3.75143E-10
-3.39,3.75314E-10
-3.38,3.75414E-10
-3.37,3.755E-10
-3.36,3.75768E-10
-3.35,3.75873E-10
-3.34,3.75946E-10
-3.33,3.76128E-10
-3.32,3.76307E-10
-3.31,3.76443E-10
-3.3,3.76508E-10
-3.29,3.76813E-10
-3.28,3.76745E-10
-3.27,3.77179E-10
-3.26,3.7706E-10
-3.25,3.77524E-10
-3.24,3.77392E-10
-3.23,3.77833E-10
-3.22,3.77778E-10
-3.21,3.78154E-10
-3.2,3.7814E-10
-3.19,3.78503E-10
-3.18,3.78493E-10
-3.17,3.7883E-10
-3.16,3.78905E-10
-3.15,3.7928E-10
-3.14,3.79284E-10
-3.13,3.79568E-10
-3.12,3.79671E-10
-3.11,3.79936E-10
-3.1,3.8006E-10
-3.09,3.80361E-10
-3.08,3.80504E-10
-3.07,3.80723E-10
-3.06,3.8094E-10
-3.05,3.81093E-10
-3.04,3.81384E-10
-3.03,3.81469E-10
-3.02,3.81741E-10
-3.01,3.81986E-10
-3,3.82211E-10
-2.99,3.82344E-10
-2.98,3.8266E-10
-2.97,3.82655E-10
-2.96,3.83041E-10
-2.95,3.83068E-10
-2.94,3.83503E-10
-2.93,3.83523E-10
-2.92,3.83894E-10
-2.91,3.83948E-10
-2.9,3.84364E-10
-2.89,3.84349E-10
-2.88,3.8475E-10
-2.87,3.84788E-10
-2.86,3.85257E-10
-2.85,3.85186E-10
-2.84,3.85685E-10
-2.83,3.85661E-10
-2.82,3.86125E-10
-2.81,3.86057E-10
-2.8,3.86462E-10
-2.79,3.86556E-10
-2.78,3.86985E-10
-2.77,3.86925E-10
-2.76,3.87285E-10
-2.75,3.87378E-10
-2.74,3.87686E-10
-2.73,3.87774E-10
-2.72,3.88125E-10
-2.71,3.88216E-10
-2.7,3.88507E-10
-2.69,3.88582E-10
-2.68,3.88822E-10
-2.67,3.88981E-10
-2.66,3.89264E-10
-2.65,3.89484E-10
-2.64,3.89547E-10
-2.63,3.89892E-10
-2.62,3.89993E-10
-2.61,3.90264E-10
-2.6,3.90343E-10
-2.59,3.90619E-10
-2.58,3.90709E-10
-2.57,3.91025E-10
-2.56,3.90993E-10
-2.55,3.91402E-10
-2.54,3.91422E-10
-2.53,3.91797E-10
-2.52,3.9175E-10
-2.51,3.92123E-10
-2.5,3.92069E-10
-2.49,3.9255E-10
-2.48,3.92408E-10
-2.47,3.92891E-10
-2.46,3.92783E-10
-2.45,3.93231E-10
-2.44,3.93178E-10
-2.43,3.93585E-10
-2.42,3.93536E-10
-2.41,3.93928E-10
-2.4,3.93851E-10
-2.39,3.94257E-10
-2.38,3.94165E-10
-2.37,3.94538E-10
-2.36,3.94568E-10
-2.35,3.94901E-10
-2.34,3.94887E-10
-2.33,3.95208E-10
-2.32,3.95278E-10
-2.31,3.955E-10
-2.3,3.95576E-10
-2.29,3.95837E-10
-2.28,3.95913E-10
-2.27,3.96153E-10
-2.26,3.96298E-10
-2.25,3.96371E-10
-2.24,3.96623E-10
-2.23,3.9669E-10
-2.22,3.96921E-10
-2.21,3.97032E-10
-2.2,3.97278E-10
-2.19,3.97334E-10
-2.18,3.97542E-10
-2.17,3.97555E-10
-2.16,3.97892E-10
-2.15,3.97819E-10
-2.14,3.9818E-10
-2.13,3.98159E-10
-2.12,3.98488E-10
-2.11,3.98461E-10
-2.1,3.98873E-10
-2.09,3.98758E-10
-2.08,3.99154E-10
-2.07,3.99016E-10
-2.06,3.99395E-10
-2.05,3.9936E-10
-2.04,3.99703E-10
-2.03,3.99641E-10
-2.02,4.00031E-10
-2.01,3.99921E-10
-2,4.00289E-10
-1.99,4.00177E-10
-1.98,4.00567E-10
-1.97,4.00471E-10
-1.96,4.00774E-10
-1.95,4.00795E-10
-1.94,4.01112E-10
-1.93,4.01027E-10
-1.92,4.01346E-10
-1.91,4.01359E-10
-1.9,4.01617E-10
-1.89,4.01628E-10
-1.88,4.01812E-10
-1.87,4.01901E-10
-1.86,4.02088E-10
-1.85,4.02189E-10
-1.84,4.0232E-10
-1.83,4.02512E-10
-1.82,4.02602E-10
-1.81,4.02738E-10
-1.8,4.02756E-10
-1.79,4.02998E-10
-1.78,4.0306E-10
-1.77,4.03318E-10
-1.76,4.03284E-10
-1.75,4.03539E-10
-1.74,4.03477E-10
-1.73,4.03824E-10
-1.72,4.0372E-10
-1.71,4.04049E-10
-1.7,4.03992E-10
-1.69,4.04325E-10
-1.68,4.04237E-10
-1.67,4.04609E-10
-1.66,4.04467E-10
-1.65,4.04845E-10
-1.64,4.04707E-10
-1.63,4.05087E-10
-1.62,4.0495E-10
-1.61,4.05275E-10
-1.6,4.05188E-10
-1.59,4.05513E-10
-1.58,4.05412E-10
-1.57,4.05734E-10
-1.56,4.05675E-10
-1.55,4.06031E-10
-1.54,4.05909E-10
-1.53,4.06201E-10
-1.52,4.06116E-10
-1.51,4.06431E-10
-1.5,4.06417E-10
-1.49,4.06564E-10
-1.48,4.06637E-10
-1.47,4.06786E-10
-1.46,4.06853E-10
-1.45,4.07033E-10
-1.44,4.07153E-10
-1.43,4.07203E-10
-1.42,4.0734E-10
-1.41,4.07361E-10
-1.4,4.07531E-10
-1.39,4.07599E-10
-1.38,4.07768E-10
-1.37,4.07753E-10
-1.36,4.07987E-10
-1.35,4.07904E-10
-1.34,4.0822E-10
-1.33,4.08106E-10
-1.32,4.08435E-10
-1.31,4.0833E-10
-1.3,4.08606E-10
-1.29,4.08473E-10
-1.28,4.08809E-10
-1.27,4.08713E-10
-1.26,4.09037E-10
-1.25,4.08853E-10
-1.24,4.09307E-10
-1.23,4.09105E-10
-1.22,4.09429E-10
-1.21,4.09287E-10
-1.2,4.09641E-10
-1.19,4.09446E-10
-1.18,4.09811E-10
-1.17,4.09626E-10
-1.16,4.10033E-10
-1.15,4.0983E-10
-1.14,4.10151E-10
-1.13,4.09979E-10
-1.12,4.10361E-10
-1.11,4.10231E-10
-1.1,4.10496E-10
-1.09,4.10455E-10
-1.08,4.10671E-10
-1.07,4.1062E-10
-1.06,4.10846E-10
-1.05,4.10855E-10
-1.04,4.10994E-10
-1.03,4.10971E-10
-1.02,4.11063E-10
-1.01,4.11145E-10
-1,4.11207E-10
-0.99,4.11285E-10
-0.98,4.11458E-10
-0.97,4.11543E-10
-0.96,4.11641E-10
-0.95,4.11699E-10
-0.94,4.11669E-10
-0.93,4.11915E-10
-0.92,4.11778E-10
-0.91,4.12117E-10
-0.9,4.12049E-10
-0.89,4.1225E-10
-0.88,4.12163E-10
-0.87,4.12469E-10
-0.86,4.12223E-10
-0.85,4.12578E-10
-0.84,4.12384E-10
-0.83,4.12731E-10
-0.82,4.12612E-10
-0.81,4.12937E-10
-0.8,4.12734E-10
-0.79,4.13125E-10
-0.78,4.12887E-10
-0.77,4.13156E-10
-0.76,4.13079E-10
-0.75,4.13328E-10
-0.74,4.1322E-10
-0.73,4.13475E-10
-0.72,4.13334E-10
-0.71,4.13565E-10
-0.7,4.13482E-10
-0.69,4.13718E-10
-0.68,4.13654E-10
-0.67,4.13936E-10
-0.66,4.13728E-10
-0.65,4.13989E-10
-0.64,4.13951E-10
-0.63,4.14114E-10
-0.62,4.14083E-10
-0.61,4.14201E-10
-0.6,4.14305E-10
-0.59,4.14306E-10
-0.58,4.14431E-10
-0.57,4.14396E-10
-0.56,4.14525E-10
-0.55,4.14565E-10
-0.54,4.14741E-10
-0.53,4.14628E-10
-0.52,4.14857E-10
-0.51,4.14801E-10
-0.5,4.14994E-10
-0.49,4.14871E-10
-0.48,4.15105E-10
-0.47,4.15004E-10
-0.46,4.15284E-10
-0.45,4.15087E-10
-0.44,4.15398E-10
-0.43,4.15186E-10
-0.42,4.15485E-10
-0.41,4.15344E-10
-0.4,4.15612E-10
-0.39,4.15416E-10
-0.38,4.15796E-10
-0.37,4.15595E-10
-0.36,4.15883E-10
-0.35,4.15758E-10
-0.34,4.15992E-10
-0.33,4.15826E-10
-0.32,4.16129E-10
-0.31,4.15927E-10
-0.3,4.16266E-10
-0.29,4.16107E-10
-0.28,4.16359E-10
-0.27,4.16223E-10
-0.26,4.16484E-10
-0.25,4.16414E-10
-0.24,4.16617E-10
-0.23,4.16431E-10
-0.22,4.1668E-10
-0.21,4.16666E-10
-0.2,4.16709E-10
-0.19,4.16722E-10
-0.18,4.16837E-10
-0.17,4.16926E-10
-0.16,4.16924E-10
-0.15,4.17018E-10
-0.14,4.17022E-10
-0.13,4.17172E-10
-0.12,4.17055E-10
-0.11,4.173E-10
-0.1,4.1717E-10
-0.09,4.17417E-10
-0.08,4.17337E-10
-0.07,4.17579E-10
-0.06,4.17413E-10
-0.05,4.17685E-10
-0.04,4.17465E-10
-0.03,4.17764E-10
-0.02,4.17545E-10
-0.01,4.17904E-10
0,4.17668E-10
0.01,4.1799E-10
0.02,4.17788E-10
0.03,4.18112E-10
0.04,4.17889E-10
0.05,4.18235E-10
0.06,4.18003E-10
0.07,4.1831E-10
0.08,4.18081E-10
0.09,4.18418E-10
0.1,4.18217E-10
0.11,4.18513E-10
0.12,4.18324E-10
0.13,4.1853E-10
0.14,4.1845E-10
0.15,4.18631E-10
0.16,4.18549E-10
0.17,4.18741E-10
0.18,4.18671E-10
0.19,4.18767E-10
0.2,4.18808E-10
0.21,4.18814E-10
0.22,4.18792E-10
0.23,4.18869E-10
0.24,4.18922E-10
0.25,4.18921E-10
0.26,4.19106E-10
0.27,4.18989E-10
0.28,4.19228E-10
0.29,4.19007E-10
0.3,4.19304E-10
0.31,4.19123E-10
0.32,4.19346E-10
0.33,4.19196E-10
0.34,4.1943E-10
0.35,4.19274E-10
0.36,4.19585E-10
0.37,4.19351E-10
0.38,4.19581E-10
0.39,4.19487E-10
0.4,4.19735E-10
0.41,4.19496E-10
0.42,4.19814E-10
0.43,4.19571E-10
0.44,4.1995E-10
0.45,4.19666E-10
0.46,4.19987E-10
0.47,4.19778E-10
0.48,4.20045E-10
0.49,4.19889E-10
0.5,4.20122E-10
0.51,4.19985E-10
0.52,4.20149E-10
0.53,4.20061E-10
0.54,4.20204E-10
0.55,4.20141E-10
0.56,4.20335E-10
0.57,4.20233E-10
0.58,4.20351E-10
0.59,4.20434E-10
0.6,4.20334E-10
0.61,4.20413E-10
0.62,4.20427E-10
0.63,4.20555E-10
0.64,4.20454E-10
0.65,4.20708E-10
0.66,4.20457E-10
0.67,4.20766E-10
0.68,4.2067E-10
0.69,4.20866E-10
0.7,4.20692E-10
0.71,4.20953E-10
0.72,4.20707E-10
0.73,4.2104E-10
0.74,4.20832E-10
0.75,4.21148E-10
0.76,4.20893E-10
0.77,4.21198E-10
0.78,4.20992E-10
0.79,4.21227E-10
0.8,4.21013E-10
0.81,4.21307E-10
0.82,4.21112E-10
0.83,4.21412E-10
0.84,4.21207E-10
0.85,4.21428E-10
0.86,4.21266E-10
0.87,4.21463E-10
0.88,4.21371E-10
0.89,4.21502E-10
0.9,4.21382E-10
0.91,4.21541E-10
0.92,4.2151E-10
0.93,4.21683E-10
0.94,4.21636E-10
0.95,4.2164E-10
0.96,4.21718E-10
0.97,4.21721E-10
0.98,4.217E-10
0.99,4.21731E-10
1,4.21858E-10
1.01,4.21817E-10
1.02,4.2194E-10
1.03,4.21852E-10
1.04,4.2201E-10
1.05,4.21837E-10
1.06,4.22129E-10
1.07,4.21949E-10
1.08,4.22201E-10
1.09,4.22009E-10
1.1,4.22289E-10
1.11,4.22022E-10
1.12,4.22344E-10
1.13,4.22065E-10
1.14,4.22392E-10
1.15,4.22132E-10
1.16,4.22481E-10
1.17,4.22283E-10
1.18,4.22495E-10
1.19,4.22256E-10
1.2,4.2257E-10
1.21,4.22399E-10
1.22,4.22664E-10
1.23,4.22473E-10
1.24,4.22676E-10
1.25,4.22518E-10
1.26,4.22747E-10
1.27,4.22553E-10
1.28,4.22867E-10
1.29,4.22679E-10
1.3,4.22844E-10
1.31,4.2271E-10
1.32,4.22886E-10
1.33,4.22751E-10
1.34,4.22954E-10
1.35,4.22874E-10
1.36,4.23046E-10
1.37,4.229E-10
1.38,4.2299E-10
1.39,4.22976E-10
1.4,4.22975E-10
1.41,4.23083E-10
1.42,4.23132E-10
1.43,4.23158E-10
1.44,4.23145E-10
1.45,4.23203E-10
1.46,4.23115E-10
1.47,4.23267E-10
1.48,4.23143E-10
1.49,4.23311E-10
1.5,4.23197E-10
1.51,4.23319E-10
1.52,4.23286E-10
1.53,4.23501E-10
1.54,4.23293E-10
1.55,4.23584E-10
1.56,4.23322E-10
1.57,4.23571E-10
1.58,4.23325E-10
1.59,4.23637E-10
1.6,4.23388E-10
1.61,4.23714E-10
1.62,4.23449E-10
1.63,4.23797E-10
1.64,4.23528E-10
1.65,4.23804E-10
1.66,4.23594E-10
1.67,4.23838E-10
1.68,4.23539E-10
1.69,4.23836E-10
1.7,4.23653E-10
1.71,4.23891E-10
1.72,4.2375E-10
1.73,4.23958E-10
1.74,4.23711E-10
1.75,4.23916E-10
1.76,4.23817E-10
1.77,4.2395E-10
1.78,4.23927E-10
1.79,4.23953E-10
1.8,4.24019E-10
1.81,4.2403E-10
1.82,4.24089E-10
1.83,4.24052E-10
1.84,4.24133E-10
1.85,4.24025E-10
1.86,4.24244E-10
1.87,4.24055E-10
1.88,4.24216E-10
1.89,4.24128E-10
1.9,4.24312E-10
1.91,4.24111E-10
1.92,4.24398E-10
1.93,4.24158E-10
1.94,4.24523E-10
1.95,4.24191E-10
1.96,4.24491E-10
1.97,4.2422E-10
1.98,4.24582E-10
1.99,4.24282E-10
2,4.2457E-10
2.01,4.24355E-10
2.02,4.24637E-10
2.03,4.2434E-10
2.04,4.24673E-10
2.05,4.24379E-10
2.06,4.24711E-10
2.07,4.24459E-10
2.08,4.24788E-10
